Postcode,SOS_Code,SOS_Name,SOS_Category,Urban_Rural
4114,30,Major Urban,0.0,Urban
4115,30,Major Urban,0.0,Urban
4116,30,Major Urban,0.0,Urban
4117,30,Major Urban,0.0,Urban
4118,30,Major Urban,0.0,Urban
4119,30,Major Urban,0.0,Urban
4120,30,Major Urban,0.0,Urban
4121,30,Major Urban,0.0,Urban
4122,30,Major Urban,0.0,Urban
4123,30,Major Urban,0.0,Urban
4124,30,Major Urban,0.0,Urban
4125,30,Major Urban,0.0,Urban
4127,30,Major Urban,0.0,Urban
4128,30,Major Urban,0.0,Urban
4129,30,Major Urban,0.0,Urban
4130,30,Major Urban,0.0,Urban
4131,30,Major Urban,0.0,Urban
4132,30,Major Urban,0.0,Urban
4133,33,Rural Balance,3.0,Rural
4151,30,Major Urban,0.0,Urban
4152,30,Major Urban,0.0,Urban
4153,33,Rural Balance,3.0,Rural
4154,30,Major Urban,0.0,Urban
4155,30,Major Urban,0.0,Urban
4156,33,Rural Balance,3.0,Rural
4157,33,Rural Balance,3.0,Rural
4158,30,Major Urban,0.0,Urban
4159,30,Major Urban,0.0,Urban
4160,30,Major Urban,0.0,Urban
4161,30,Major Urban,0.0,Urban
4163,30,Major Urban,0.0,Urban
4164,30,Major Urban,0.0,Urban
4165,33,Rural Balance,3.0,Rural
4169,30,Major Urban,0.0,Urban
4170,30,Major Urban,0.0,Urban
4171,30,Major Urban,0.0,Urban
4172,30,Major Urban,0.0,Urban
4173,30,Major Urban,0.0,Urban
4174,30,Major Urban,0.0,Urban
4178,30,Major Urban,0.0,Urban
4179,30,Major Urban,0.0,Urban
4183,33,Rural Balance,3.0,Rural
4184,31,Other Urban,1.0,Urban
4205,30,Major Urban,0.0,Urban
4207,30,Major Urban,0.0,Urban
4208,33,Rural Balance,3.0,Rural
4209,30,Major Urban,0.0,Urban
4210,30,Major Urban,0.0,Urban
4211,33,Rural Balance,3.0,Rural
4212,30,Major Urban,0.0,Urban
4213,33,Rural Balance,3.0,Rural
4214,30,Major Urban,0.0,Urban
4215,30,Major Urban,0.0,Urban
4216,30,Major Urban,0.0,Urban
4217,30,Major Urban,0.0,Urban
4218,30,Major Urban,0.0,Urban
4220,30,Major Urban,0.0,Urban
4221,30,Major Urban,0.0,Urban
4223,30,Major Urban,0.0,Urban
4224,30,Major Urban,0.0,Urban
4225,30,Major Urban,0.0,Urban
4226,30,Major Urban,0.0,Urban
4227,30,Major Urban,0.0,Urban
4228,33,Rural Balance,3.0,Rural
4270,33,Rural Balance,3.0,Rural
4272,31,Other Urban,1.0,Urban
4275,33,Rural Balance,3.0,Rural
4280,31,Other Urban,1.0,Urban
4285,33,Rural Balance,3.0,Rural
4287,33,Rural Balance,3.0,Rural
4300,30,Major Urban,0.0,Urban
4301,30,Major Urban,0.0,Urban
4303,30,Major Urban,0.0,Urban
4304,30,Major Urban,0.0,Urban
4305,30,Major Urban,0.0,Urban
4306,33,Rural Balance,3.0,Rural
4307,33,Rural Balance,3.0,Rural
4309,33,Rural Balance,3.0,Rural
4310,33,Rural Balance,3.0,Rural
4311,33,Rural Balance,3.0,Rural
4312,33,Rural Balance,3.0,Rural
4313,33,Rural Balance,3.0,Rural
4314,33,Rural Balance,3.0,Rural
4340,33,Rural Balance,3.0,Rural
4341,33,Rural Balance,3.0,Rural
4342,33,Rural Balance,3.0,Rural
4343,33,Rural Balance,3.0,Rural
4344,33,Rural Balance,3.0,Rural
4346,32,Bounded Locality,2.0,Rural
4347,33,Rural Balance,3.0,Rural
4350,30,Major Urban,0.0,Urban
4352,33,Rural Balance,3.0,Rural
4353,33,Rural Balance,3.0,Rural
4354,33,Rural Balance,3.0,Rural
4355,33,Rural Balance,3.0,Rural
4356,33,Rural Balance,3.0,Rural
4357,33,Rural Balance,3.0,Rural
4358,33,Rural Balance,3.0,Rural
4359,33,Rural Balance,3.0,Rural
4360,33,Rural Balance,3.0,Rural
4361,31,Other Urban,1.0,Urban
4362,33,Rural Balance,3.0,Rural
4363,33,Rural Balance,3.0,Rural
4364,33,Rural Balance,3.0,Rural
4365,33,Rural Balance,3.0,Rural
4370,31,Other Urban,1.0,Urban
4371,33,Rural Balance,3.0,Rural
4372,33,Rural Balance,3.0,Rural
4373,33,Rural Balance,3.0,Rural
4374,33,Rural Balance,3.0,Rural
4375,33,Rural Balance,3.0,Rural
4376,33,Rural Balance,3.0,Rural
4377,13,Rural Balance,3.0,Rural
4378,33,Rural Balance,3.0,Rural
4380,33,Rural Balance,3.0,Rural
4381,33,Rural Balance,3.0,Rural
4382,33,Rural Balance,3.0,Rural
4383,13,Rural Balance,3.0,Rural
4384,33,Rural Balance,3.0,Rural
4385,33,Rural Balance,3.0,Rural
4387,33,Rural Balance,3.0,Rural
4388,33,Rural Balance,3.0,Rural
4390,33,Rural Balance,3.0,Rural
4400,33,Rural Balance,3.0,Rural
4401,33,Rural Balance,3.0,Rural
4402,33,Rural Balance,3.0,Rural
4403,33,Rural Balance,3.0,Rural
4404,33,Rural Balance,3.0,Rural
4405,33,Rural Balance,3.0,Rural
4406,33,Rural Balance,3.0,Rural
4407,33,Rural Balance,3.0,Rural
4408,33,Rural Balance,3.0,Rural
4410,33,Rural Balance,3.0,Rural
4411,33,Rural Balance,3.0,Rural
4412,33,Rural Balance,3.0,Rural
4413,33,Rural Balance,3.0,Rural
4415,33,Rural Balance,3.0,Rural
4416,33,Rural Balance,3.0,Rural
4417,33,Rural Balance,3.0,Rural
4418,33,Rural Balance,3.0,Rural
4419,33,Rural Balance,3.0,Rural
4420,33,Rural Balance,3.0,Rural
4421,33,Rural Balance,3.0,Rural
4422,33,Rural Balance,3.0,Rural
4423,33,Rural Balance,3.0,Rural
4424,33,Rural Balance,3.0,Rural
4425,33,Rural Balance,3.0,Rural
4426,33,Rural Balance,3.0,Rural
4427,33,Rural Balance,3.0,Rural
4428,33,Rural Balance,3.0,Rural
4454,33,Rural Balance,3.0,Rural
4455,33,Rural Balance,3.0,Rural
4461,33,Rural Balance,3.0,Rural
4462,33,Rural Balance,3.0,Rural
4465,33,Rural Balance,3.0,Rural
4467,33,Rural Balance,3.0,Rural
4468,33,Rural Balance,3.0,Rural
4470,33,Rural Balance,3.0,Rural
4472,33,Rural Balance,3.0,Rural
4474,33,Rural Balance,3.0,Rural
4477,33,Rural Balance,3.0,Rural
4478,33,Rural Balance,3.0,Rural
4479,33,Rural Balance,3.0,Rural
4480,33,Rural Balance,3.0,Rural
4481,33,Rural Balance,3.0,Rural
4482,33,Rural Balance,3.0,Rural
4486,33,Rural Balance,3.0,Rural
4487,33,Rural Balance,3.0,Rural
4488,33,Rural Balance,3.0,Rural
4489,33,Rural Balance,3.0,Rural
4490,33,Rural Balance,3.0,Rural
4491,33,Rural Balance,3.0,Rural
4492,33,Rural Balance,3.0,Rural
4493,33,Rural Balance,3.0,Rural
4494,33,Rural Balance,3.0,Rural
4496,33,Rural Balance,3.0,Rural
4497,33,Rural Balance,3.0,Rural
4498,33,Rural Balance,3.0,Rural
4500,30,Major Urban,0.0,Urban
4501,30,Major Urban,0.0,Urban
4502,30,Major Urban,0.0,Urban
4503,30,Major Urban,0.0,Urban
4504,30,Major Urban,0.0,Urban
4505,30,Major Urban,0.0,Urban
4506,30,Major Urban,0.0,Urban
4507,33,Rural Balance,3.0,Rural
4508,30,Major Urban,0.0,Urban
4509,30,Major Urban,0.0,Urban
4510,30,Major Urban,0.0,Urban
4511,31,Other Urban,1.0,Urban
4512,33,Rural Balance,3.0,Rural
4514,33,Rural Balance,3.0,Rural
4515,33,Rural Balance,3.0,Rural
4516,33,Rural Balance,3.0,Rural
4517,33,Rural Balance,3.0,Rural
4518,33,Rural Balance,3.0,Rural
4519,31,Other Urban,1.0,Urban
4520,33,Rural Balance,3.0,Rural
4521,33,Rural Balance,3.0,Rural
4550,33,Rural Balance,3.0,Rural
4551,30,Major Urban,0.0,Urban
4552,33,Rural Balance,3.0,Rural
4553,33,Rural Balance,3.0,Rural
4554,33,Rural Balance,3.0,Rural
4555,31,Other Urban,1.0,Urban
4556,30,Major Urban,0.0,Urban
4557,30,Major Urban,0.0,Urban
4558,30,Major Urban,0.0,Urban
4559,33,Rural Balance,3.0,Rural
4560,33,Rural Balance,3.0,Rural
4561,33,Rural Balance,3.0,Rural
4562,33,Rural Balance,3.0,Rural
4563,33,Rural Balance,3.0,Rural
4564,30,Major Urban,0.0,Urban
4565,33,Rural Balance,3.0,Rural
4566,30,Major Urban,0.0,Urban
4567,30,Major Urban,0.0,Urban
4568,31,Other Urban,1.0,Urban
4569,32,Bounded Locality,2.0,Rural
4570,33,Rural Balance,3.0,Rural
4571,33,Rural Balance,3.0,Rural
4572,30,Major Urban,0.0,Urban
4573,33,Rural Balance,3.0,Rural
4574,33,Rural Balance,3.0,Rural
4575,30,Major Urban,0.0,Urban
4580,33,Rural Balance,3.0,Rural
4581,33,Rural Balance,3.0,Rural
4600,32,Bounded Locality,2.0,Rural
4601,33,Rural Balance,3.0,Rural
4605,33,Rural Balance,3.0,Rural
4606,33,Rural Balance,3.0,Rural
4608,33,Rural Balance,3.0,Rural
4610,33,Rural Balance,3.0,Rural
4611,33,Rural Balance,3.0,Rural
4612,33,Rural Balance,3.0,Rural
4613,33,Rural Balance,3.0,Rural
4614,33,Rural Balance,3.0,Rural
4615,33,Rural Balance,3.0,Rural
4620,33,Rural Balance,3.0,Rural
4621,33,Rural Balance,3.0,Rural
4625,33,Rural Balance,3.0,Rural
4626,33,Rural Balance,3.0,Rural
4627,33,Rural Balance,3.0,Rural
4630,33,Rural Balance,3.0,Rural
4650,33,Rural Balance,3.0,Rural
4655,33,Rural Balance,3.0,Rural
4659,33,Rural Balance,3.0,Rural
4660,33,Rural Balance,3.0,Rural
4662,33,Rural Balance,3.0,Rural
4670,33,Rural Balance,3.0,Rural
4671,33,Rural Balance,3.0,Rural
4673,33,Rural Balance,3.0,Rural
4674,33,Rural Balance,3.0,Rural
4676,33,Rural Balance,3.0,Rural
4677,33,Rural Balance,3.0,Rural
4678,33,Rural Balance,3.0,Rural
4680,33,Rural Balance,3.0,Rural
4694,33,Rural Balance,3.0,Rural
4695,33,Rural Balance,3.0,Rural
4697,33,Rural Balance,3.0,Rural
4699,33,Rural Balance,3.0,Rural
4700,33,Rural Balance,3.0,Rural
4701,33,Rural Balance,3.0,Rural
4702,33,Rural Balance,3.0,Rural
4703,33,Rural Balance,3.0,Rural
4704,33,Rural Balance,3.0,Rural
4705,33,Rural Balance,3.0,Rural
4706,33,Rural Balance,3.0,Rural
4707,33,Rural Balance,3.0,Rural
4709,32,Bounded Locality,2.0,Rural
4710,33,Rural Balance,3.0,Rural
4711,33,Rural Balance,3.0,Rural
4712,33,Rural Balance,3.0,Rural
4713,32,Bounded Locality,2.0,Rural
4714,33,Rural Balance,3.0,Rural
4715,33,Rural Balance,3.0,Rural
4716,33,Rural Balance,3.0,Rural
4717,33,Rural Balance,3.0,Rural
4718,33,Rural Balance,3.0,Rural
4719,33,Rural Balance,3.0,Rural
4720,33,Rural Balance,3.0,Rural
4721,33,Rural Balance,3.0,Rural
4722,33,Rural Balance,3.0,Rural
4723,33,Rural Balance,3.0,Rural
4724,33,Rural Balance,3.0,Rural
4725,33,Rural Balance,3.0,Rural
4726,33,Rural Balance,3.0,Rural
4727,33,Rural Balance,3.0,Rural
4728,33,Rural Balance,3.0,Rural
4730,33,Rural Balance,3.0,Rural
4731,33,Rural Balance,3.0,Rural
4732,33,Rural Balance,3.0,Rural
4733,33,Rural Balance,3.0,Rural
4735,33,Rural Balance,3.0,Rural
4736,33,Rural Balance,3.0,Rural
4737,33,Rural Balance,3.0,Rural
4738,33,Rural Balance,3.0,Rural
4739,33,Rural Balance,3.0,Rural
4740,33,Rural Balance,3.0,Rural
4741,33,Rural Balance,3.0,Rural
4742,33,Rural Balance,3.0,Rural
4743,33,Rural Balance,3.0,Rural
4744,33,Rural Balance,3.0,Rural
4745,33,Rural Balance,3.0,Rural
4746,33,Rural Balance,3.0,Rural
4750,31,Other Urban,1.0,Urban
4751,33,Rural Balance,3.0,Rural
4753,33,Rural Balance,3.0,Rural
4754,33,Rural Balance,3.0,Rural
4756,33,Rural Balance,3.0,Rural
4757,33,Rural Balance,3.0,Rural
4798,33,Rural Balance,3.0,Rural
4799,33,Rural Balance,3.0,Rural
4800,33,Rural Balance,3.0,Rural
4802,33,Rural Balance,3.0,Rural
4804,33,Rural Balance,3.0,Rural
4805,33,Rural Balance,3.0,Rural
4806,33,Rural Balance,3.0,Rural
4807,33,Rural Balance,3.0,Rural
4808,33,Rural Balance,3.0,Rural
4809,33,Rural Balance,3.0,Rural
4810,33,Rural Balance,3.0,Rural
4811,33,Rural Balance,3.0,Rural
4812,30,Major Urban,0.0,Urban
4814,30,Major Urban,0.0,Urban
4815,33,Rural Balance,3.0,Rural
4816,33,Rural Balance,3.0,Rural
4817,33,Rural Balance,3.0,Rural
4818,33,Rural Balance,3.0,Rural
4819,33,Rural Balance,3.0,Rural
4820,33,Rural Balance,3.0,Rural
4821,33,Rural Balance,3.0,Rural
4822,33,Rural Balance,3.0,Rural
4823,33,Rural Balance,3.0,Rural
4824,33,Rural Balance,3.0,Rural
4825,33,Rural Balance,3.0,Rural
4828,33,Rural Balance,3.0,Rural
4829,33,Rural Balance,3.0,Rural
4830,33,Rural Balance,3.0,Rural
4849,33,Rural Balance,3.0,Rural
4850,33,Rural Balance,3.0,Rural
4852,33,Rural Balance,3.0,Rural
4854,33,Rural Balance,3.0,Rural
4855,33,Rural Balance,3.0,Rural
4856,33,Rural Balance,3.0,Rural
4858,33,Rural Balance,3.0,Rural
4859,33,Rural Balance,3.0,Rural
4860,33,Rural Balance,3.0,Rural
4861,33,Rural Balance,3.0,Rural
4865,31,Other Urban,1.0,Urban
4868,30,Major Urban,0.0,Urban
4869,30,Major Urban,0.0,Urban
4870,33,Rural Balance,3.0,Rural
4871,33,Rural Balance,3.0,Rural
4872,33,Rural Balance,3.0,Rural
4873,33,Rural Balance,3.0,Rural
4874,33,Rural Balance,3.0,Rural
4875,33,Rural Balance,3.0,Rural
4876,33,Rural Balance,3.0,Rural
4877,33,Rural Balance,3.0,Rural
4878,30,Major Urban,0.0,Urban
4879,30,Major Urban,0.0,Urban
4880,33,Rural Balance,3.0,Rural
4881,33,Rural Balance,3.0,Rural
4882,33,Rural Balance,3.0,Rural
4883,33,Rural Balance,3.0,Rural
4884,33,Rural Balance,3.0,Rural
4885,33,Rural Balance,3.0,Rural
4886,33,Rural Balance,3.0,Rural
4887,33,Rural Balance,3.0,Rural
4888,33,Rural Balance,3.0,Rural
4890,33,Rural Balance,3.0,Rural
4891,33,Rural Balance,3.0,Rural
4892,33,Rural Balance,3.0,Rural
4895,33,Rural Balance,3.0,Rural
5000,40,Major Urban,0.0,Urban
5006,40,Major Urban,0.0,Urban
5007,40,Major Urban,0.0,Urban
5008,40,Major Urban,0.0,Urban
5009,40,Major Urban,0.0,Urban
5010,40,Major Urban,0.0,Urban
5011,40,Major Urban,0.0,Urban
5012,40,Major Urban,0.0,Urban
5013,40,Major Urban,0.0,Urban
5014,40,Major Urban,0.0,Urban
5015,40,Major Urban,0.0,Urban
5016,40,Major Urban,0.0,Urban
5017,40,Major Urban,0.0,Urban
5018,40,Major Urban,0.0,Urban
5019,40,Major Urban,0.0,Urban
5020,40,Major Urban,0.0,Urban
5021,40,Major Urban,0.0,Urban
5022,40,Major Urban,0.0,Urban
5023,40,Major Urban,0.0,Urban
5024,40,Major Urban,0.0,Urban
5025,40,Major Urban,0.0,Urban
5031,40,Major Urban,0.0,Urban
5032,40,Major Urban,0.0,Urban
5033,40,Major Urban,0.0,Urban
5034,40,Major Urban,0.0,Urban
5035,40,Major Urban,0.0,Urban
5037,40,Major Urban,0.0,Urban
5038,40,Major Urban,0.0,Urban
5039,40,Major Urban,0.0,Urban
5040,40,Major Urban,0.0,Urban
5041,40,Major Urban,0.0,Urban
5042,40,Major Urban,0.0,Urban
5043,40,Major Urban,0.0,Urban
5044,40,Major Urban,0.0,Urban
5045,40,Major Urban,0.0,Urban
5046,40,Major Urban,0.0,Urban
5047,40,Major Urban,0.0,Urban
5048,40,Major Urban,0.0,Urban
5049,40,Major Urban,0.0,Urban
5050,40,Major Urban,0.0,Urban
5051,40,Major Urban,0.0,Urban
5052,43,Rural Balance,3.0,Rural
5061,40,Major Urban,0.0,Urban
5062,40,Major Urban,0.0,Urban
5063,40,Major Urban,0.0,Urban
5064,40,Major Urban,0.0,Urban
5065,40,Major Urban,0.0,Urban
5066,40,Major Urban,0.0,Urban
5067,40,Major Urban,0.0,Urban
5068,40,Major Urban,0.0,Urban
5069,40,Major Urban,0.0,Urban
5070,40,Major Urban,0.0,Urban
5072,40,Major Urban,0.0,Urban
5073,40,Major Urban,0.0,Urban
5074,40,Major Urban,0.0,Urban
5075,40,Major Urban,0.0,Urban
5076,43,Rural Balance,3.0,Rural
5081,40,Major Urban,0.0,Urban
5082,40,Major Urban,0.0,Urban
5083,40,Major Urban,0.0,Urban
5084,40,Major Urban,0.0,Urban
5085,40,Major Urban,0.0,Urban
5086,40,Major Urban,0.0,Urban
5087,40,Major Urban,0.0,Urban
5088,40,Major Urban,0.0,Urban
5089,40,Major Urban,0.0,Urban
5090,40,Major Urban,0.0,Urban
5091,43,Rural Balance,3.0,Rural
5092,40,Major Urban,0.0,Urban
5093,40,Major Urban,0.0,Urban
5094,40,Major Urban,0.0,Urban
5095,40,Major Urban,0.0,Urban
5096,40,Major Urban,0.0,Urban
5097,40,Major Urban,0.0,Urban
5098,40,Major Urban,0.0,Urban
5106,40,Major Urban,0.0,Urban
5107,40,Major Urban,0.0,Urban
5108,40,Major Urban,0.0,Urban
5109,40,Major Urban,0.0,Urban
5110,43,Rural Balance,3.0,Rural
5111,40,Major Urban,0.0,Urban
5112,40,Major Urban,0.0,Urban
5113,40,Major Urban,0.0,Urban
5114,43,Rural Balance,3.0,Rural
5115,43,Rural Balance,3.0,Rural
5116,41,Other Urban,1.0,Urban
5117,41,Other Urban,1.0,Urban
5118,41,Other Urban,1.0,Urban
5120,43,Rural Balance,3.0,Rural
5121,43,Rural Balance,3.0,Rural
5125,40,Major Urban,0.0,Urban
5126,40,Major Urban,0.0,Urban
5127,40,Major Urban,0.0,Urban
5131,43,Rural Balance,3.0,Rural
5132,43,Rural Balance,3.0,Rural
5133,43,Rural Balance,3.0,Rural
5134,43,Rural Balance,3.0,Rural
5136,43,Rural Balance,3.0,Rural
5137,43,Rural Balance,3.0,Rural
5138,43,Rural Balance,3.0,Rural
5139,43,Rural Balance,3.0,Rural
5140,40,Major Urban,0.0,Urban
5141,43,Rural Balance,3.0,Rural
5142,42,Bounded Locality,2.0,Rural
5144,43,Rural Balance,3.0,Rural
5150,43,Rural Balance,3.0,Rural
5151,41,Other Urban,1.0,Urban
5152,43,Rural Balance,3.0,Rural
5153,43,Rural Balance,3.0,Rural
5154,41,Other Urban,1.0,Urban
5155,43,Rural Balance,3.0,Rural
5156,41,Other Urban,1.0,Urban
5157,43,Rural Balance,3.0,Rural
5158,40,Major Urban,0.0,Urban
5159,40,Major Urban,0.0,Urban
5160,40,Major Urban,0.0,Urban
5161,40,Major Urban,0.0,Urban
5162,40,Major Urban,0.0,Urban
5163,43,Rural Balance,3.0,Rural
5164,40,Major Urban,0.0,Urban
5165,40,Major Urban,0.0,Urban
5166,40,Major Urban,0.0,Urban
5167,40,Major Urban,0.0,Urban
5168,40,Major Urban,0.0,Urban
5169,40,Major Urban,0.0,Urban
5170,40,Major Urban,0.0,Urban
5171,43,Rural Balance,3.0,Rural
5172,43,Rural Balance,3.0,Rural
5173,40,Major Urban,0.0,Urban
5174,43,Rural Balance,3.0,Rural
5201,43,Rural Balance,3.0,Rural
5202,43,Rural Balance,3.0,Rural
5203,43,Rural Balance,3.0,Rural
5204,43,Rural Balance,3.0,Rural
5210,43,Rural Balance,3.0,Rural
5211,43,Rural Balance,3.0,Rural
5212,43,Rural Balance,3.0,Rural
5213,43,Rural Balance,3.0,Rural
5214,41,Other Urban,1.0,Urban
5220,43,Rural Balance,3.0,Rural
5221,43,Rural Balance,3.0,Rural
5222,43,Rural Balance,3.0,Rural
5223,43,Rural Balance,3.0,Rural
5231,43,Rural Balance,3.0,Rural
5232,43,Rural Balance,3.0,Rural
5233,43,Rural Balance,3.0,Rural
5234,43,Rural Balance,3.0,Rural
5235,43,Rural Balance,3.0,Rural
5236,43,Rural Balance,3.0,Rural
5237,43,Rural Balance,3.0,Rural
5238,43,Rural Balance,3.0,Rural
5240,43,Rural Balance,3.0,Rural
5241,41,Other Urban,1.0,Urban
5242,43,Rural Balance,3.0,Rural
5243,43,Rural Balance,3.0,Rural
5244,43,Rural Balance,3.0,Rural
5245,43,Rural Balance,3.0,Rural
5250,41,Other Urban,1.0,Urban
5251,41,Other Urban,1.0,Urban
5252,43,Rural Balance,3.0,Rural
5253,43,Rural Balance,3.0,Rural
5254,43,Rural Balance,3.0,Rural
5255,43,Rural Balance,3.0,Rural
5256,43,Rural Balance,3.0,Rural
5259,43,Rural Balance,3.0,Rural
5260,43,Rural Balance,3.0,Rural
5261,43,Rural Balance,3.0,Rural
5262,43,Rural Balance,3.0,Rural
5263,43,Rural Balance,3.0,Rural
5264,43,Rural Balance,3.0,Rural
5265,43,Rural Balance,3.0,Rural
5266,43,Rural Balance,3.0,Rural
5267,43,Rural Balance,3.0,Rural
5268,43,Rural Balance,3.0,Rural
5269,43,Rural Balance,3.0,Rural
5270,43,Rural Balance,3.0,Rural
5271,43,Rural Balance,3.0,Rural
5272,43,Rural Balance,3.0,Rural
5273,43,Rural Balance,3.0,Rural
5275,43,Rural Balance,3.0,Rural
5276,43,Rural Balance,3.0,Rural
5277,43,Rural Balance,3.0,Rural
5278,43,Rural Balance,3.0,Rural
5279,43,Rural Balance,3.0,Rural
5280,43,Rural Balance,3.0,Rural
5290,41,Other Urban,1.0,Urban
5291,43,Rural Balance,3.0,Rural
5301,43,Rural Balance,3.0,Rural
5302,43,Rural Balance,3.0,Rural
5303,43,Rural Balance,3.0,Rural
5304,43,Rural Balance,3.0,Rural
5306,43,Rural Balance,3.0,Rural
5307,43,Rural Balance,3.0,Rural
5308,43,Rural Balance,3.0,Rural
5309,43,Rural Balance,3.0,Rural
5310,43,Rural Balance,3.0,Rural
5311,43,Rural Balance,3.0,Rural
5320,43,Rural Balance,3.0,Rural
5321,43,Rural Balance,3.0,Rural
5322,43,Rural Balance,3.0,Rural
5330,43,Rural Balance,3.0,Rural
5331,43,Rural Balance,3.0,Rural
5332,43,Rural Balance,3.0,Rural
5333,43,Rural Balance,3.0,Rural
5340,43,Rural Balance,3.0,Rural
5341,43,Rural Balance,3.0,Rural
5342,43,Rural Balance,3.0,Rural
5343,43,Rural Balance,3.0,Rural
5344,43,Rural Balance,3.0,Rural
5345,43,Rural Balance,3.0,Rural
5346,43,Rural Balance,3.0,Rural
5350,43,Rural Balance,3.0,Rural
5351,43,Rural Balance,3.0,Rural
5352,43,Rural Balance,3.0,Rural
5353,43,Rural Balance,3.0,Rural
5354,43,Rural Balance,3.0,Rural
5355,41,Other Urban,1.0,Urban
5356,43,Rural Balance,3.0,Rural
5357,43,Rural Balance,3.0,Rural
5360,43,Rural Balance,3.0,Rural
5371,43,Rural Balance,3.0,Rural
5372,41,Other Urban,1.0,Urban
5373,43,Rural Balance,3.0,Rural
5374,43,Rural Balance,3.0,Rural
5381,43,Rural Balance,3.0,Rural
5400,43,Rural Balance,3.0,Rural
5401,43,Rural Balance,3.0,Rural
5410,43,Rural Balance,3.0,Rural
5411,43,Rural Balance,3.0,Rural
5412,43,Rural Balance,3.0,Rural
5413,43,Rural Balance,3.0,Rural
5414,43,Rural Balance,3.0,Rural
5415,43,Rural Balance,3.0,Rural
5416,43,Rural Balance,3.0,Rural
5417,43,Rural Balance,3.0,Rural
5418,43,Rural Balance,3.0,Rural
5419,43,Rural Balance,3.0,Rural
5420,43,Rural Balance,3.0,Rural
5421,43,Rural Balance,3.0,Rural
5422,43,Rural Balance,3.0,Rural
5431,43,Rural Balance,3.0,Rural
5432,43,Rural Balance,3.0,Rural
5433,43,Rural Balance,3.0,Rural
5434,43,Rural Balance,3.0,Rural
5440,43,Rural Balance,3.0,Rural
5451,43,Rural Balance,3.0,Rural
5452,43,Rural Balance,3.0,Rural
5453,43,Rural Balance,3.0,Rural
5454,43,Rural Balance,3.0,Rural
5455,43,Rural Balance,3.0,Rural
5460,43,Rural Balance,3.0,Rural
5461,43,Rural Balance,3.0,Rural
5462,43,Rural Balance,3.0,Rural
5464,43,Rural Balance,3.0,Rural
5470,43,Rural Balance,3.0,Rural
5471,43,Rural Balance,3.0,Rural
5472,43,Rural Balance,3.0,Rural
5473,43,Rural Balance,3.0,Rural
5480,43,Rural Balance,3.0,Rural
5481,43,Rural Balance,3.0,Rural
5482,43,Rural Balance,3.0,Rural
5483,43,Rural Balance,3.0,Rural
5485,43,Rural Balance,3.0,Rural
5490,43,Rural Balance,3.0,Rural
5491,41,Other Urban,1.0,Urban
5493,43,Rural Balance,3.0,Rural
5495,43,Rural Balance,3.0,Rural
5501,43,Rural Balance,3.0,Rural
5502,43,Rural Balance,3.0,Rural
5510,43,Rural Balance,3.0,Rural
5520,43,Rural Balance,3.0,Rural
5521,43,Rural Balance,3.0,Rural
5522,43,Rural Balance,3.0,Rural
5523,43,Rural Balance,3.0,Rural
5540,43,Rural Balance,3.0,Rural
5550,43,Rural Balance,3.0,Rural
5552,43,Rural Balance,3.0,Rural
5554,43,Rural Balance,3.0,Rural
5555,43,Rural Balance,3.0,Rural
5556,43,Rural Balance,3.0,Rural
5558,43,Rural Balance,3.0,Rural
5560,43,Rural Balance,3.0,Rural
5570,43,Rural Balance,3.0,Rural
5571,43,Rural Balance,3.0,Rural
5572,43,Rural Balance,3.0,Rural
5573,43,Rural Balance,3.0,Rural
5575,43,Rural Balance,3.0,Rural
5576,43,Rural Balance,3.0,Rural
5577,43,Rural Balance,3.0,Rural
5580,43,Rural Balance,3.0,Rural
5581,43,Rural Balance,3.0,Rural
5582,43,Rural Balance,3.0,Rural
5583,43,Rural Balance,3.0,Rural
5600,41,Other Urban,1.0,Urban
5601,43,Rural Balance,3.0,Rural
5602,43,Rural Balance,3.0,Rural
5603,43,Rural Balance,3.0,Rural
5604,43,Rural Balance,3.0,Rural
5605,43,Rural Balance,3.0,Rural
5606,43,Rural Balance,3.0,Rural
5607,43,Rural Balance,3.0,Rural
5608,41,Other Urban,1.0,Urban
5609,41,Other Urban,1.0,Urban
5611,43,Rural Balance,3.0,Rural
5630,43,Rural Balance,3.0,Rural
5631,43,Rural Balance,3.0,Rural
5632,43,Rural Balance,3.0,Rural
5633,43,Rural Balance,3.0,Rural
5640,43,Rural Balance,3.0,Rural
5641,43,Rural Balance,3.0,Rural
5642,43,Rural Balance,3.0,Rural
5650,43,Rural Balance,3.0,Rural
5651,43,Rural Balance,3.0,Rural
5652,43,Rural Balance,3.0,Rural
5653,43,Rural Balance,3.0,Rural
5654,43,Rural Balance,3.0,Rural
5655,43,Rural Balance,3.0,Rural
5660,43,Rural Balance,3.0,Rural
5661,43,Rural Balance,3.0,Rural
5670,43,Rural Balance,3.0,Rural
5671,43,Rural Balance,3.0,Rural
5680,43,Rural Balance,3.0,Rural
5690,43,Rural Balance,3.0,Rural
5700,43,Rural Balance,3.0,Rural
5701,43,Rural Balance,3.0,Rural
5710,43,Rural Balance,3.0,Rural
5713,43,Rural Balance,3.0,Rural
5715,43,Rural Balance,3.0,Rural
5717,43,Rural Balance,3.0,Rural
5719,43,Rural Balance,3.0,Rural
5720,43,Rural Balance,3.0,Rural
5722,42,Bounded Locality,2.0,Rural
5723,43,Rural Balance,3.0,Rural
